txn_id,src_hash,dest_hash,src_bank,dest_bank,amount,currency,txn_type,label,ip_address,src_city,src_state,timestamp,risk_score,crime_type,flagged,zero_retention,forwarded_in_seconds
TXN000011,e7a55b7805e243627a96a5046122ae6aac7ee82f779225c1071b184c3f718e48,2712b7582c5da9091ba6b7c3d5914f199b01270b7c421ec9b1391fb9fd0e4a9e,SBI,HDFC,11438,INR,NEFT,Mobile Recharge,203.88.109.9,Visakhapatnam,Andhra Pradesh,2026-02-28T12:00:55.461905,0,,False,False,
TXN000012,85e0a865dbddd8bcc0cfb98347d4015ab90de6c650c14e7cddf9f096df6436d6,dcc33600e63a5cdac3da7330a0a6157ef1af3984999de37c60736948b679bd6b,SBI,ICICI,4027,INR,NEFT,Salary Credit,103.21.195.207,Mumbai,Maharashtra,2026-01-21T22:16:55.461920,0,,False,False,
TXN000013,85e0a865dbddd8bcc0cfb98347d4015ab90de6c650c14e7cddf9f096df6436d6,8090f4045eac25efd9140611ea5f51d45672f9d388be7773b0e3524e201ffbf2,SBI,SBI,7311,INR,NEFT,School Fees,103.21.195.207,Mumbai,Maharashtra,2025-12-24T10:59:55.461937,0,,False,False,
TXN000014,85e0a865dbddd8bcc0cfb98347d4015ab90de6c650c14e7cddf9f096df6436d6,3eb97d944b411c1d60edcf66f128df761fef71438ebecf730aab097a6744af26,SBI,Axis,26048,INR,NEFT,School Fees,103.21.195.207,Mumbai,Maharashtra,2026-02-12T07:17:55.461946,0,,False,False,
TXN000015,85e0a865dbddd8bcc0cfb98347d4015ab90de6c650c14e7cddf9f096df6436d6,b63856fbe1f7fa37ccb2bff77ad2f60e2e8cbcaad3414ca0fe7351b366a17001,SBI,HDFC,29542,INR,NEFT,Insurance Premium,103.21.195.207,Mumbai,Maharashtra,2026-02-25T10:31:55.461961,0,,False,False,
TXN000016,85e0a865dbddd8bcc0cfb98347d4015ab90de6c650c14e7cddf9f096df6436d6,982860cb72800135a6c04f22a88d9eb761126f52ee0b8b4dd32a84dd56f40071,SBI,PNB,11680,INR,NEFT,Salary Credit,103.21.195.207,Mumbai,Maharashtra,2026-03-08T17:42:55.461971,0,,False,False,
TXN000017,85e0a865dbddd8bcc0cfb98347d4015ab90de6c650c14e7cddf9f096df6436d6,dc4aac9870e937fcb85ac9c1bb91ea7014773da099fba39bbedfa387ee2d47d4,SBI,HDFC,31705,INR,NEFT,Online Shopping,103.21.195.207,Mumbai,Maharashtra,2026-01-03T06:29:55.461981,0,,False,False,
TXN000018,85e0a865dbddd8bcc0cfb98347d4015ab90de6c650c14e7cddf9f096df6436d6,53d503ac8bef832d6ceec8ffe684a03ed29e0defe891ac47d37fba8889a0f7d5,SBI,ICICI,9354,INR,NEFT,Mutual Fund,103.21.195.207,Mumbai,Maharashtra,2026-01-03T09:27:55.461991,0,,False,False,
TXN000019,85e0a865dbddd8bcc0cfb98347d4015ab90de6c650c14e7cddf9f096df6436d6,16331c5fd80c67efd1731abd0d972a9c5e3920379c49a26ebdd89c6e307e4af8,SBI,Axis,30420,INR,NEFT,Insurance Premium,103.21.195.207,Mumbai,Maharashtra,2025-12-21T20:37:55.462001,0,,False,False,
TXN000020,85e0a865dbddd8bcc0cfb98347d4015ab90de6c650c14e7cddf9f096df6436d6,af917da682af84f32de13c77516fb8d95953a54a2025f5bdea93bd143abd6781,SBI,ICICI,42429,INR,NEFT,Insurance Premium,103.21.195.207,Mumbai,Maharashtra,2026-01-04T05:06:55.462010,0,,False,False,
TXN000021,85e0a865dbddd8bcc0cfb98347d4015ab90de6c650c14e7cddf9f096df6436d6,68d37304e6bc0b78a9a3092b51fd078d5d86a45e0e25b1bff89a3a3db28402e7,SBI,HDFC,32065,INR,NEFT,Restaurant,103.21.195.207,Mumbai,Maharashtra,2026-02-12T12:36:55.462022,0,,False,False,
TXN000022,f0c8b08c6020e92ddb83b63f77e82f76b5093c115907c2226e553114d5b789f7,d4257a94141636480b5401076d81715a55fc4418dc0b3277f97829098f6d2253,SBI,HDFC,27514,INR,NEFT,School Fees,203.88.138.32,Bhopal,Madhya Pradesh,2026-02-22T06:04:55.462036,0,,False,False,
TXN000023,f0c8b08c6020e92ddb83b63f77e82f76b5093c115907c2226e553114d5b789f7,e7a55b7805e243627a96a5046122ae6aac7ee82f779225c1071b184c3f718e48,SBI,SBI,34796,INR,NEFT,Rent,203.88.138.32,Bhopal,Madhya Pradesh,2026-02-24T03:46:55.462046,0,,False,False,
TXN000024,f0c8b08c6020e92ddb83b63f77e82f76b5093c115907c2226e553114d5b789f7,64e77ffc700da44729a30cdb8c273d2fbdc28beebbd0e74e1745318d1c3f816f,SBI,ICICI,35568,INR,NEFT,Salary Credit,203.88.138.32,Bhopal,Madhya Pradesh,2025-12-14T23:16:55.462055,0,,False,False,
TXN000025,f0c8b08c6020e92ddb83b63f77e82f76b5093c115907c2226e553114d5b789f7,4cd863db81000e3a542675ff4d5dfdcaeb19f866347cb1976f981d4699503c1a,SBI,ICICI,20135,INR,NEFT,Salary Credit,203.88.138.32,Bhopal,Madhya Pradesh,2026-01-17T05:26:55.462067,0,,False,False,
TXN000026,f0c8b08c6020e92ddb83b63f77e82f76b5093c115907c2226e553114d5b789f7,a1a91f3f5f8cb468b7e4235dae4e580e00545edf28565ae3cce5819ff1faa820,SBI,HDFC,973,INR,NEFT,Restaurant,203.88.138.32,Bhopal,Madhya Pradesh,2026-01-25T08:38:55.462087,0,,False,False,
TXN000027,f0c8b08c6020e92ddb83b63f77e82f76b5093c115907c2226e553114d5b789f7,ebe773d043d16de900265d62c9859df77fb07f3a3006990e4e2e9990768bd8ed,SBI,ICICI,29146,INR,NEFT,Mobile Recharge,203.88.138.32,Bhopal,Madhya Pradesh,2026-02-10T09:19:55.462099,0,,False,False,
TXN000028,f0c8b08c6020e92ddb83b63f77e82f76b5093c115907c2226e553114d5b789f7,72f2b1feb1d51ec4462803f4ca2f89b61a514c6903e3eac24ad5f82d07f99265,SBI,PNB,42835,INR,NEFT,Mobile Recharge,203.88.138.32,Bhopal,Madhya Pradesh,2026-01-24T07:48:55.462109,0,,False,False,
TXN000029,b7e9b9e4c51d126bd2dcbc78436b4884d8a460667c45a2b77138828295f4c13d,14f880331270a5b3474d0493e8e4370319f60ea2dfc1fd10223274f57c4f4e65,SBI,ICICI,41481,INR,NEFT,Medical,117.247.117.163,Jaipur,Rajasthan,2026-01-05T19:13:55.462119,0,,False,False,
TXN000030,b7e9b9e4c51d126bd2dcbc78436b4884d8a460667c45a2b77138828295f4c13d,09f8f7426a0bbbdde378dbc3b9d36ac456c1507cc41521d14824dee634bd3138,SBI,Axis,45368,INR,NEFT,School Fees,117.247.117.163,Jaipur,Rajasthan,2026-02-04T18:17:55.462133,0,,False,False,
TXN000031,b7e9b9e4c51d126bd2dcbc78436b4884d8a460667c45a2b77138828295f4c13d,9c2d5b1ddd8a9844d2af03627448685fa4976f9bd74dd8163e2d089e3d97f5a9,SBI,ICICI,18117,INR,NEFT,Mobile Recharge,117.247.117.163,Jaipur,Rajasthan,2026-02-17T12:53:55.462145,0,,False,False,
TXN000032,b7e9b9e4c51d126bd2dcbc78436b4884d8a460667c45a2b77138828295f4c13d,ac3470a156a1619346628a5d08f0c1037076d27a82020b00d15f2606942caf17,SBI,SBI,19478,INR,NEFT,EMI Payment,117.247.117.163,Jaipur,Rajasthan,2025-12-22T00:25:55.462155,0,,False,False,
TXN000033,f528bd565ac4324472ec890bdcc24d448c47c112e8b1da46113f5e9faa3f05e3,7895d37a9952937a3103b22dde5fba71ffc86cfee2865631e72a531863185739,SBI,HDFC,46406,INR,NEFT,Petrol,203.88.177.143,Thiruvananthapuram,Kerala,2026-01-10T08:44:55.462165,0,,False,False,
TXN000034,f528bd565ac4324472ec890bdcc24d448c47c112e8b1da46113f5e9faa3f05e3,f528bd565ac4324472ec890bdcc24d448c47c112e8b1da46113f5e9faa3f05e3,SBI,SBI,10471,INR,NEFT,Salary Credit,203.88.177.143,Thiruvananthapuram,Kerala,2026-01-04T14:53:55.462174,0,,False,False,
TXN000035,f528bd565ac4324472ec890bdcc24d448c47c112e8b1da46113f5e9faa3f05e3,f984ef1c3b9d69d69b4b058bdacdfef277a1d5871caee87a4c999d3c389b8fbe,SBI,SBI,18988,INR,NEFT,School Fees,203.88.177.143,Thiruvananthapuram,Kerala,2026-02-24T16:36:55.462184,0,,False,False,
TXN000036,f528bd565ac4324472ec890bdcc24d448c47c112e8b1da46113f5e9faa3f05e3,14f90b974827a969d42cc2abc8051b32ef5b79e3d92e31785b6d5487fc10a27a,SBI,PNB,1037,INR,NEFT,Medical,203.88.177.143,Thiruvananthapuram,Kerala,2026-03-02T11:04:55.462193,0,,False,False,
TXN000037,f528bd565ac4324472ec890bdcc24d448c47c112e8b1da46113f5e9faa3f05e3,5a583c8ee012f676cb8f6e63504b8711539373ec0e6a5347f6b56f90a27e1ded,SBI,ICICI,14733,INR,NEFT,Electricity Bill,203.88.177.143,Thiruvananthapuram,Kerala,2026-01-19T05:14:55.462201,0,,False,False,
TXN000038,f528bd565ac4324472ec890bdcc24d448c47c112e8b1da46113f5e9faa3f05e3,e74f4a2747d2309871285bbf8ddf286bf69aa183282696ed0d1a45f306b70dff,SBI,PNB,33162,INR,NEFT,Electricity Bill,203.88.177.143,Thiruvananthapuram,Kerala,2026-01-12T16:14:55.462211,0,,False,False,
TXN000039,f528bd565ac4324472ec890bdcc24d448c47c112e8b1da46113f5e9faa3f05e3,5ef6571b8f0fa3d2f69ad657c9aa8ce9b5ab900158e0f0c88db8c78a9030bd9c,SBI,SBI,22143,INR,NEFT,EMI Payment,203.88.177.143,Thiruvananthapuram,Kerala,2026-02-23T13:47:55.462221,0,,False,False,
TXN000040,f528bd565ac4324472ec890bdcc24d448c47c112e8b1da46113f5e9faa3f05e3,bbdab222cdcead2aa2398679f8d66c162facb47997dffd9be1e484be97c57c4d,SBI,PNB,26217,INR,NEFT,EMI Payment,203.88.177.143,Thiruvananthapuram,Kerala,2026-01-02T23:53:55.462230,0,,False,False,
TXN000041,f528bd565ac4324472ec890bdcc24d448c47c112e8b1da46113f5e9faa3f05e3,04c1a7eab45704c3da581aed1315e31a8e43a17427cd40d599231d47f2500d57,SBI,SBI,16889,INR,NEFT,Rent,203.88.177.143,Thiruvananthapuram,Kerala,2026-01-24T14:57:55.462241,0,,False,False,
TXN000042,f528bd565ac4324472ec890bdcc24d448c47c112e8b1da46113f5e9faa3f05e3,bfebecde514c23d0d89ea7a9ebc0296912acaa758fedbd96de6d229102443d81,SBI,PNB,47337,INR,NEFT,Medical,203.88.177.143,Thiruvananthapuram,Kerala,2026-01-23T00:49:55.462250,0,,False,False,
TXN000043,27d26908876351239ed574a16d490673b167f8eb04a753bb529e8df4da4e57b1,f7085e753da9aedeb2565378cf9a7d5fb5d9e7bc249c613ef3431bf0630d7624,SBI,SBI,30701,INR,NEFT,Mutual Fund,203.88.227.235,Nagpur,Maharashtra,2026-02-28T22:22:55.462260,0,,False,False,
TXN000044,27d26908876351239ed574a16d490673b167f8eb04a753bb529e8df4da4e57b1,2712b7582c5da9091ba6b7c3d5914f199b01270b7c421ec9b1391fb9fd0e4a9e,SBI,HDFC,31487,INR,NEFT,Mobile Recharge,203.88.227.235,Nagpur,Maharashtra,2025-12-16T05:05:55.462271,0,,False,False,
TXN000045,27d26908876351239ed574a16d490673b167f8eb04a753bb529e8df4da4e57b1,9f925b90559ee4921abdff6a1546716260d10faecfaefb8576e5727c931106b6,SBI,HDFC,10894,INR,NEFT,Insurance Premium,203.88.227.235,Nagpur,Maharashtra,2026-03-07T15:05:55.462281,0,,False,False,
TXN000046,07756d6da179316ba7ba2e7c852791349e975107dd6f2c9eef3791998a9ff786,36c1915b8212962acd2b581bf13b5320f3b6e95283a0ae3204feecdf74469015,SBI,ICICI,8504,INR,NEFT,School Fees,203.88.24.194,Coimbatore,Tamil Nadu,2026-01-10T18:45:55.462293,0,,False,False,
TXN000047,07756d6da179316ba7ba2e7c852791349e975107dd6f2c9eef3791998a9ff786,f7085e753da9aedeb2565378cf9a7d5fb5d9e7bc249c613ef3431bf0630d7624,SBI,SBI,24120,INR,NEFT,Salary Credit,203.88.24.194,Coimbatore,Tamil Nadu,2025-12-18T08:57:55.462303,0,,False,False,
TXN000048,07756d6da179316ba7ba2e7c852791349e975107dd6f2c9eef3791998a9ff786,0a1151eca559abddbc80d06cc1ffaca3685a133b33f34550fa09b61f17b7d393,SBI,HDFC,41978,INR,NEFT,Mobile Recharge,203.88.24.194,Coimbatore,Tamil Nadu,2026-01-31T14:54:55.462314,0,,False,False,
TXN000049,07756d6da179316ba7ba2e7c852791349e975107dd6f2c9eef3791998a9ff786,4d58e8f9cb88d5c8af76968f6bf6ac0158e1fed9cabdacf47adda87ad6b51477,SBI,PNB,18594,INR,NEFT,Petrol,203.88.24.194,Coimbatore,Tamil Nadu,2026-02-26T02:14:55.462328,0,,False,False,
TXN000050,07756d6da179316ba7ba2e7c852791349e975107dd6f2c9eef3791998a9ff786,a1cdc234a8ed43d21fd17a878f689e7cfb9d37e11142a690c7515bcb4dde2792,SBI,HDFC,1085,INR,NEFT,Salary Credit,203.88.24.194,Coimbatore,Tamil Nadu,2025-12-28T16:34:55.462341,0,,False,False,
TXN000051,07756d6da179316ba7ba2e7c852791349e975107dd6f2c9eef3791998a9ff786,4fbcc4398f1a3ee0083156643d2c68e076e3c982d3d4c0406760d91c8d374b71,SBI,Axis,39573,INR,NEFT,Grocery,203.88.24.194,Coimbatore,Tamil Nadu,2026-01-25T12:49:55.462353,0,,False,False,
TXN000052,07756d6da179316ba7ba2e7c852791349e975107dd6f2c9eef3791998a9ff786,62dcc245931c40568617afa2aaf5e35030147068dc49df06b8f4c42149e990c8,SBI,SBI,33262,INR,NEFT,EMI Payment,203.88.24.194,Coimbatore,Tamil Nadu,2025-12-15T19:43:55.462362,0,,False,False,
TXN000053,07756d6da179316ba7ba2e7c852791349e975107dd6f2c9eef3791998a9ff786,67caecebbafa1427869c480f9a2601b4f069227798451f0913d5c15fef48bb37,SBI,PNB,41468,INR,NEFT,Salary Credit,203.88.24.194,Coimbatore,Tamil Nadu,2026-03-06T03:23:55.462371,0,,False,False,
TXN000054,07756d6da179316ba7ba2e7c852791349e975107dd6f2c9eef3791998a9ff786,3cb73fb30f4b66994a2803640c4563d34f508b0ecd9d2a324c2402c58567f0aa,SBI,SBI,46462,INR,NEFT,Restaurant,203.88.24.194,Coimbatore,Tamil Nadu,2026-02-28T10:33:55.462381,0,,False,False,
TXN000055,07756d6da179316ba7ba2e7c852791349e975107dd6f2c9eef3791998a9ff786,a1a91f3f5f8cb468b7e4235dae4e580e00545edf28565ae3cce5819ff1faa820,SBI,HDFC,21257,INR,NEFT,Restaurant,203.88.24.194,Coimbatore,Tamil Nadu,2025-12-21T03:13:55.462391,0,,False,False,
TXN000056,07756d6da179316ba7ba2e7c852791349e975107dd6f2c9eef3791998a9ff786,0c6500b7b4b5b1ac049195f15ac153d3c48655b7770a1734e8c206ab28fe397f,SBI,ICICI,48550,INR,NEFT,Medical,203.88.24.194,Coimbatore,Tamil Nadu,2026-03-10T16:40:55.462400,0,,False,False,
TXN000057,25fe05c8b454af6be6bcef4eac3cf1556d4c12754dbf4b3907478504c526aaeb,cb6d34d712fb077b5c879e1d8483ef47358784d561623717822fd64bdf69c15d,SBI,PNB,9329,INR,NEFT,School Fees,203.88.30.175,Bhubaneswar,Odisha,2026-03-07T23:19:55.462409,0,,False,False,
TXN000058,25fe05c8b454af6be6bcef4eac3cf1556d4c12754dbf4b3907478504c526aaeb,0c6500b7b4b5b1ac049195f15ac153d3c48655b7770a1734e8c206ab28fe397f,SBI,ICICI,37136,INR,NEFT,School Fees,203.88.30.175,Bhubaneswar,Odisha,2026-01-02T16:33:55.462418,0,,False,False,
TXN000059,25fe05c8b454af6be6bcef4eac3cf1556d4c12754dbf4b3907478504c526aaeb,f0d045787fc2acf7884731114faa9e2098052f6039cc3ed960829d9146646965,SBI,SBI,37639,INR,NEFT,Grocery,203.88.30.175,Bhubaneswar,Odisha,2026-01-03T03:44:55.462428,0,,False,False,
TXN000060,25fe05c8b454af6be6bcef4eac3cf1556d4c12754dbf4b3907478504c526aaeb,fbeff4b4c83de8b18a0165011714a09952da5a48e111d6b98409a336cf5fe7cf,SBI,PNB,31196,INR,NEFT,School Fees,203.88.30.175,Bhubaneswar,Odisha,2025-12-26T21:54:55.462436,0,,False,False,
TXN000061,25fe05c8b454af6be6bcef4eac3cf1556d4c12754dbf4b3907478504c526aaeb,e1aad4c951d1c3a6ad7984beee2ea384816686b12fbb841aab0124556840d1e5,SBI,SBI,35308,INR,NEFT,Grocery,203.88.30.175,Bhubaneswar,Odisha,2026-01-15T05:12:55.462449,0,,False,False,
TXN000062,25fe05c8b454af6be6bcef4eac3cf1556d4c12754dbf4b3907478504c526aaeb,d6a0ca0dfa2b41bbe5785b6b8e90f25e1ec3278cdc6d7299b2166076c1ce91cd,SBI,HDFC,35994,INR,NEFT,Electricity Bill,203.88.30.175,Bhubaneswar,Odisha,2026-01-14T14:15:55.462458,0,,False,False,
TXN000063,25fe05c8b454af6be6bcef4eac3cf1556d4c12754dbf4b3907478504c526aaeb,2486994541fa23c4e302540255c869591f7edf7d3c9aeb54fbcaf5d9d088e086,SBI,Axis,33658,INR,NEFT,Mobile Recharge,203.88.30.175,Bhubaneswar,Odisha,2026-02-18T14:25:55.462468,0,,False,False,
TXN000064,25fe05c8b454af6be6bcef4eac3cf1556d4c12754dbf4b3907478504c526aaeb,d4257a94141636480b5401076d81715a55fc4418dc0b3277f97829098f6d2253,SBI,HDFC,41145,INR,NEFT,Medical,203.88.30.175,Bhubaneswar,Odisha,2026-01-30T16:00:55.462478,0,,False,False,
TXN000065,5ef6571b8f0fa3d2f69ad657c9aa8ce9b5ab900158e0f0c88db8c78a9030bd9c,4c13e0ee026b7a2dc4b24ac203498a88c4c2537d7e9e52a764afe67741a3a508,SBI,PNB,25894,INR,NEFT,Medical,115.112.223.161,Chennai,Tamil Nadu,2026-01-04T17:33:55.462487,0,,False,False,
TXN000066,5ef6571b8f0fa3d2f69ad657c9aa8ce9b5ab900158e0f0c88db8c78a9030bd9c,bfebecde514c23d0d89ea7a9ebc0296912acaa758fedbd96de6d229102443d81,SBI,PNB,36640,INR,NEFT,Grocery,115.112.223.161,Chennai,Tamil Nadu,2025-12-25T05:44:55.462497,0,,False,False,
TXN000067,5ef6571b8f0fa3d2f69ad657c9aa8ce9b5ab900158e0f0c88db8c78a9030bd9c,674956b545c388dcca1dc699f92cd1b0cbe734568d2b5600817393253eb4da8b,SBI,ICICI,42502,INR,NEFT,Electricity Bill,115.112.223.161,Chennai,Tamil Nadu,2026-02-27T11:31:55.462508,0,,False,False,
TXN000068,5ef6571b8f0fa3d2f69ad657c9aa8ce9b5ab900158e0f0c88db8c78a9030bd9c,4d0c26e192558127a8c2b9a4c767a31f4ceb49042fafd9b3e7b7c1a0e694676c,SBI,Axis,4869,INR,NEFT,Salary Credit,115.112.223.161,Chennai,Tamil Nadu,2026-02-25T09:09:55.462518,0,,False,False,
TXN000069,5ef6571b8f0fa3d2f69ad657c9aa8ce9b5ab900158e0f0c88db8c78a9030bd9c,5ef6571b8f0fa3d2f69ad657c9aa8ce9b5ab900158e0f0c88db8c78a9030bd9c,SBI,SBI,13743,INR,NEFT,EMI Payment,115.112.223.161,Chennai,Tamil Nadu,2026-01-10T08:58:55.462527,0,,False,False,
TXN000070,5ef6571b8f0fa3d2f69ad657c9aa8ce9b5ab900158e0f0c88db8c78a9030bd9c,5ef6571b8f0fa3d2f69ad657c9aa8ce9b5ab900158e0f0c88db8c78a9030bd9c,SBI,SBI,37921,INR,NEFT,Insurance Premium,115.112.223.161,Chennai,Tamil Nadu,2026-01-22T17:33:55.462537,0,,False,False,
TXN000071,5ef6571b8f0fa3d2f69ad657c9aa8ce9b5ab900158e0f0c88db8c78a9030bd9c,af917da682af84f32de13c77516fb8d95953a54a2025f5bdea93bd143abd6781,SBI,ICICI,41392,INR,NEFT,Mutual Fund,115.112.223.161,Chennai,Tamil Nadu,2025-12-28T07:01:55.462548,0,,False,False,
TXN000072,5ef6571b8f0fa3d2f69ad657c9aa8ce9b5ab900158e0f0c88db8c78a9030bd9c,d4257a94141636480b5401076d81715a55fc4418dc0b3277f97829098f6d2253,SBI,HDFC,14965,INR,NEFT,Petrol,115.112.223.161,Chennai,Tamil Nadu,2026-03-04T14:05:55.462557,0,,False,False,
TXN000073,5ef6571b8f0fa3d2f69ad657c9aa8ce9b5ab900158e0f0c88db8c78a9030bd9c,2712b7582c5da9091ba6b7c3d5914f199b01270b7c421ec9b1391fb9fd0e4a9e,SBI,HDFC,43475,INR,NEFT,Online Shopping,115.112.223.161,Chennai,Tamil Nadu,2026-03-03T00:13:55.462566,0,,False,False,
TXN000074,5ef6571b8f0fa3d2f69ad657c9aa8ce9b5ab900158e0f0c88db8c78a9030bd9c,2486994541fa23c4e302540255c869591f7edf7d3c9aeb54fbcaf5d9d088e086,SBI,Axis,4478,INR,NEFT,Electricity Bill,115.112.223.161,Chennai,Tamil Nadu,2025-12-31T15:08:55.462575,0,,False,False,
TXN000075,5ef6571b8f0fa3d2f69ad657c9aa8ce9b5ab900158e0f0c88db8c78a9030bd9c,738275488797d06d519ccadc7856f70d210842d355172333a7f71bb464380421,SBI,ICICI,24687,INR,NEFT,FD Interest,115.112.223.161,Chennai,Tamil Nadu,2026-03-05T19:47:55.462590,0,,False,False,
TXN000076,bcbff5767819d8fd09a46e3365f39bac45f64ce32082e6c8c12feaa137e835b9,24723560099b985667824aa6bfad22f27ee854aaa2d3be514f9ba2f615461923,SBI,SBI,48623,INR,NEFT,EMI Payment,27.57.15.62,Ahmedabad,Gujarat,2026-02-03T12:51:55.462602,0,,False,False,
TXN000077,bcbff5767819d8fd09a46e3365f39bac45f64ce32082e6c8c12feaa137e835b9,bc044a857c8b0e69a7d4fb1a8ee3982e55ed892b45e7d97ec7569def9ee54477,SBI,ICICI,6864,INR,NEFT,EMI Payment,27.57.15.62,Ahmedabad,Gujarat,2026-02-11T21:40:55.462691,0,,False,False,
TXN000078,bcbff5767819d8fd09a46e3365f39bac45f64ce32082e6c8c12feaa137e835b9,f0d045787fc2acf7884731114faa9e2098052f6039cc3ed960829d9146646965,SBI,SBI,13156,INR,NEFT,Restaurant,27.57.15.62,Ahmedabad,Gujarat,2025-12-19T07:28:55.462715,0,,False,False,
TXN000079,bcbff5767819d8fd09a46e3365f39bac45f64ce32082e6c8c12feaa137e835b9,3afd169fcf8fdbc716260d00170e1daf683bba8a98c21f414050fdb448a18403,SBI,Axis,12224,INR,NEFT,Restaurant,27.57.15.62,Ahmedabad,Gujarat,2026-01-01T01:17:55.462728,0,,False,False,
TXN000080,bcbff5767819d8fd09a46e3365f39bac45f64ce32082e6c8c12feaa137e835b9,e85185a437b04e059d00399a89759e1a3dc05e544cf119fa027b3ab069e87791,SBI,SBI,42352,INR,NEFT,Petrol,27.57.15.62,Ahmedabad,Gujarat,2026-01-26T17:35:55.462739,0,,False,False,
TXN000081,bcbff5767819d8fd09a46e3365f39bac45f64ce32082e6c8c12feaa137e835b9,1e2864b2c07d5dae648f85f845b4cc6b9ca4e0e0d6379ea50ad09ab1945c339a,SBI,Axis,44097,INR,NEFT,Mobile Recharge,27.57.15.62,Ahmedabad,Gujarat,2026-02-28T09:14:55.462754,0,,False,False,
TXN000082,bcbff5767819d8fd09a46e3365f39bac45f64ce32082e6c8c12feaa137e835b9,8b440d5600d661e88d6bb634203484caa1c76bff3156b3f4b77550dca7663149,SBI,SBI,36542,INR,NEFT,Mobile Recharge,27.57.15.62,Ahmedabad,Gujarat,2026-01-08T04:22:55.462764,0,,False,False,
